a 어
auerbach 아우어바흐
augier 오지에
auglaize 오글레이즈
augsburg 아우크스부르크
augsburg 옥스버그
augusta 어거스타
augusta 오거스타
augustin 아우구스틴
augustinus 아우구스티누스
augustus 아우구스투스
aulander 오랜더
aulard 올라르
aulne 올른
ault 올트
aum 에이유엠
aum 옴
aumann 아우만
aumont 오몽
aunt 안트
aura 오라
auramine 아우라민
aurangabad 아우랑가바드
aurangzeb 아우랑제브
aurantia 오란시아
auraria 오래리아
aurelia 오릴리아
aurelianus 아우렐리아누스
aurelius 아우렐리우스
auric 오리크
auricularia 아우리쿨라리아
aurillac 오리야크
auriol 오리올
aurora 아우로라
aurora 오로라
auschwitz 아우슈비츠
ausonius 아우소니우스
austa 오스타
austell 오스텔
austen 오스틴
austenite 오스테나이트
austerlitz 아우스터리츠
austerlitz 오스터리츠
austin 오스틴
austinville 오스틴빌
austral 오스트랄
australasia 오스트랄라시아
australia 오스트레일리아
australopithecus 오스트랄로피테쿠스
austria 오스트리아
austronesia 오스트로네시아
autacoid 오타코이드
autauga 오토가
autaugaville 오토가빌
authority 오소리티
auto 오토
autoclave 오토클레이브
autogyro 오토자이로
automat 오토맷
automat 오토멧
automata 오토마타
automatic 오토매틱
automation 오토메이션
automatism 오토마티즘
automaton 오토마톤
autopilot 오토파일럿
autoradiograph 오토라디오그래프
autosome 오토솜
autry 오트리
autryville 오트리빌
autumn 오템
auvil 오빌
auxerre 오세르
auxin 옥신
ava 에이바
avalon 아발론
avalon 애벌론
avant 아반트
avard 애바드
avatar 아바타
avedon 애버던
avenal 아베날
avenalin 아베날린
aventura 아벤투라
aventura 애번투라
avenue 애비뉴
avera 애버라
avera 어베라
average 애버리지
averill 애버릴
avery 에이버리
avicenna 아비센나
avilla 아빌라
avoca 아보카
avoca 어보카
avocado 아보카도
avogadro 아보가드로
avogram 아보그램
avon 에이번
avondale 아본데일
avondale 애번데일
avondale 애본데일
avondale 에번데일
avril 애브릴
axel 액설
axerophtol 악세로프톨
axford 액스퍼드
axis 엑시스
axolotl 아홀로틀
axtell 액스텔
axton 액스턴
axworthy 액스워디
ayala 아얄라
aybak 아이바크
ayden 에이든
ayer 아이어
aylward 에일워드
ayn 에인
ayoade 아이오아디
ayotte 에이욧
ayr 에어
ayrshire 에어셔
ayton 에이턴
azad 아자드
azalea 어제일리어
azalia 아잘리아
azerbaijan 아제르바이잔
azevedo 아저베이도
azide 아지드
azine 아진
aziridine 아지리딘
azle 에이즐
azobenzene 아조벤젠
azol 아졸
azores 아조레스
azotobacter 아조토박터
azotometer 아조토미터
azotometry 아조토메트리
azov 아조프
aztec 아즈텍
azusa 아주사
azwell 아즈웰
b 비
ba 비에이
babb 밥
babbage 배비지
babbie 배비
babbitt 배비트
babbitt 배빗
babcock 배브콕
baber 바버
babeuf 바뵈프
babia 바비아
babiana 바비아나
babirusa 바비루사
babism 바비즘
babits 바비츠
babs 뱁스
baby 베이비
babylon 바빌론
babylonia 바빌로니아
babysitter 베이비시터
bacchelli 바켈리
bacchus 바커스
bacchus 바쿠스
bacchylides 바킬리데스
bach 바흐
bacharach 배커랙
bache 배시
bachelard 바슐라르
bachofen 바흐오펜
bacillus 바실루스
bacitracin 바시트라신
back 백
backboard 백보드
backbone 백본
backcourt 백코트
backfire 백파이어
backgammon 백개먼
background 백그라운드
backhand 백핸드
backoo 백쿠
backpack 백팩
backstop 백스톱
backstretch 백스트레치
backswing 백스윙
backup 백업
backus 배커스
baclofen 바클로펜
bacon 베이컨
baconton 베이컨턴
bacova 바코바
bacteria 박테리아
bacteriocin 박테리오신
bacteriophage 박테리오파지
bacteriorhodopsin 박테리오로돕신
bacteroid 박테로이드
bactra 박트라
bactria 박트리아
bad 배드
badacsony 버더초니
bader 베이더
badge 배지
badger 배저
badlands 배드랜드
badlands 배들랜즈
badminton 배드민턴
badoglio 바돌리오
baedeker 베데커
baerg 버그
baeyer 바이어
baez 바에즈
baffin 배핀
bag 백
bagasse 버개스
bagdad 바그다드
bagehot 배젓
baghdad 바그다드
bagley 배글리
bagley 베이글리
bagpipe 백파이프
bahaism 바하이즘
bahama 버하마
bahamas 바하마
bahia 바히아
bahiagrass 바히아그라스
bahr 바르
bahrain 바레인
bahrein 바레인
baiera 바이에라
bailey 베일리
baileyton 베일리턴
bainbridge 베인브리지
bains 베인스
bairam 바이람
baird 베어드
bairnsdale 베언즈데일
bairoil 베어오일
bakelite 베이클라이트
baker 베이커
bakersfield 베이커스필드
bakersfield 베이커즈필드
bakersville 베이커스빌
bakerville 베이커빌
bakery 베이커리
bakewell 베이크웰
baku 바쿠
bal 발
bal 비에이엘
balalaika 발랄라이카
balance 밸런스
balaton 밸러턴
balazone 발라존
balbina 밸비나
balboa 발보아
balch 볼치
balclutha 밸클러서
balcom 발콤
balcony 발코니
balder 발데르
baldovinetti 발도비네티
baldr 발드르
baldung 발둥
baldwin 볼드윈
bale 베일
baleares 발레아레스
balenciaga 발렌시아가
balfour 밸푸어
bali 발리
balikpapan 발릭파판
balk 보크
balkan 발칸
balkline 보크라인
balko 발코
ball 볼
ballad 발라드
ballade 발라드
ballarat 밸러랫
ballard 발라드
ballard 밸러드
ballard 볼라드
ballardsville 발라즈빌
ballast 밸러스트
ballengee 볼렌지
ballentine 밸런타인
ballerina 발레리나
ballico 볼리코
ballinger 밸린저
ballinger 볼린저
ballmer 발머
balloon 벌룬
ballwin 볼윈
ballymena 밸리미나
ballymoney 밸리머니
balm 밤
balmer 발머
balogh 밸로그
balsa 발사
balsam 발삼
balt 발트
balta 볼타
baltic 발틱
baltimore 볼티모어
baluchitherium 발루키테리움
balzac 발자크
bamako 바마코
bamberg 밤베르그
banach 바나흐
banadinite 바나디나이트
banana 바나나
banat 바나트
banbridge 밴브리지
bancroft 밴크로프트
band 밴드
bandage 밴디지
bandana 밴다나
bandana 밴대나
bandello 반델로
bandera 밴더라
bandera 벤더라
bandicoot 반디쿠트
bandjarmasin 반자르마신
bandoeng 반둥
bandon 밴던
bandora 반도라
bandundu 반둔두
bandung 반둥
bandwidth 밴드위스
baneberry 베인베리
banff 밴프
bang 방
bangalore 방갈로
bangkok 방콕
bangladesh 방글라데시
bangle 뱅글
bangor 뱅거
bangor 뱅고어
bangs 뱅스
banjarmasin 반자르마신
banjo 밴조
bank 뱅크
banker 뱅커
banking 뱅킹
banks 뱅크스
bankyba 반키바
banner 배너
banning 배닝
bannister 배니스터
banquete 뱅큇
banquo 뱅쿼
banta 반타
bantam 반탐
banten 반텐
banteng 반텡
banting 밴팅
bantry 밴트리
bantustan 반투스탄
banville 방빌
banville 밴빌
banyan 바니안
banyuwangi 바뉴왕이
baobab 바오바브
baotou 바오터우
baptist 뱁티스트
baquet 바케이
bar 바
barack 버락
barada 바러다
barbados 바베이도스
barbara 바버라
barbarism 바버리즘
barbary 바버리
barbecue 바비큐
barbell 바벨
barber 바버
barbercue 바베큐
barberry 바베리
barberton 바버턴
barbour 바버
barboursville 바버스빌
barbusse 바르뷔스
barcelona 바르셀로나
barclay 바클레이
barco 바코
bardeen 바딘
barden 바든
bardin 바딘
bardley 바들리
bardolph 바돌프
bardsdale 바즈데일
bardstown 바즈타운
bardwell 바드웰
bareilly 바레일리
barge 바지
barguzin 바르구진
bari 바리
baring 베어링
barite 바라이트
baritone 바리톤
barium 바륨
bark 바크
barker 바커
barkla 바클라
barksdale 바크스데일
barksdale 박스데일
barlach 바를라흐
barlee 발리
barling 발링
barlow 바로우
barlow 발로
barn 반
barnabus 바나버스
barnard 바너드
barnard 버나드
barnes 반스
barnes 반즈
barnesville 반즈빌
barnet 바넷
barnett 바넷
barney 바니
barnhart 반하트
barnosky 버노스키
barnstable 반스터블
barnstaple 반스터플
barnstead 반스테드
barnum 바넘
baro 바로
baroda 바로다
barometer 바로미터
baron 남작
baron 배런
baron 베이런
barone 바로네
baroswitch 바로스위치
barra 배라
barrackville 배럭빌
barratt 배럿
barre 바
barrel 배럴
barren 배런
barrents 바렌츠
barrett 바렛
barrett 배럿
barricade 바리케이드
barricade 바리케이트
barrie 배리
barrie 베리
barrington 배링턴
barrios 바리오스
barron 배런
barrow 배로
barrow 배로우
barry 배리
barshefsky 바셰프스키
barstow 바스토
barstow 바스토우
barstow 바스트로
bart 바트
bartender 바텐더
barter 바터
barth 바르트
barthes 바르트
bartholomew 바돌로매
bartholomew 바살러뮤
bartle 바틀
bartlesville 바틀즈빌
bartlett 바틀레트
bartlett 바틀렛
bartlett 바틀릿
bartley 바틀리
bartolommeo 바르톨롬메오
barton 바턴
barton 바튼
bartonville 바턴빌
bartosik 바토식
bartow 바토
baruch 바루크
barview 바뷰
barwick 바윅
barye 바리
barygaza 바리가자
baryon 바리온
baryta 바리타
bas 배스
basalt 배솔트
basco 바스코
basco 배스코
bascom 바스콤
bascom 배스컴
bascom 베스컴
base 베이스
baseball 베이스볼
basedow 바제도
basehor 바시어
basel 바젤
baselland 바젤란트
baselstadt 바젤슈타트
bashaw 바쇼
basic 베이식
basic 베이직
basie 베이시
basil 바질
basile 바슬
basilica 바실리카
basilicon 바실리콘
basilisk 바실리스크
basilius 바실리우스
basinger 베이신저
basinger 베이싱어
baskerville 베스커빌
basket 바스켓
basque 바스크
basra 바스라
bass 배스
bass 베이스
basseterre 바스테르
bassett 바세트
bassett 바셋
bassfield 배스필드
bassoon 바순
bast 바스트
bastia 바스티아
bastian 바스티안
bastille 바스티유
bastrop 배스트럽
bastrop 배스트롭
basutoland 바수톨란드
bat 배트
bataille 바타유
batam 바탐
batavia 바타비아
batavia 버테이비아
batchelor 배철러
bateman 베이트먼
bates 베이츠
bateson 베이트슨
batesville 베이츠빌
bath 배스
bathe 베이드
bathurst 배서스트
batman 배트맨
batna 바트나
baton 바통
baton 배턴
batoni 바토니
batoo 바투
batt 뱃
battalion 버탤리언
battani 바타니
batten 배튼
battery 배터리
battiest 배티스트
battik 배틱
batting 배팅
battlefield 배틀필드
battleford 배틀퍼드
battleground 배틀그라운드
battleground 베틀그라운드
battletown 배틀타운
batu 바투
batumi 바투미
baty 바티
baucus 보커스
baud 보드
baudelaire 보들레르
baudette 보데트
baudette 보뎃
bauer 바우어
bauer 바워
bauhinia 바우히니아
baum 바움
baumbach 바움백
baumberg 봄버그
baumeister 바우마이스터
baumgarten 바움가르텐
baumol 보멀
bausch 바우슈
bauxite 보크사이트
bavaria 바바리아
baxley 백슬리
baxter 백스터
bay 베이
bayan 바얀
bayard 바야드
baybars 바이바르스
bayfield 베이필드
bayle 베일
bayle 벨
bayley 베일리
baylis 베일리스
baylor 베일러
bayonne 베이온
bayport 베이포트
bayside 베이사이드
baytown 베이타운
bayview 베이뷰
baywood 베이우드
baz 배즈
bazaar 바자
bazaar 바자회
bazar 바자
bazemore 베이즈모어
bazin 바쟁
bazine 바진
bazooka 바주카
bbc 비비시
bbs 비비에스
bc 비시
bcd 비시디
bcg 비시지
bdellium 브델륨
be 비이
beach 비치
beachwood 비치우드
beacon 비컨
beacon 비콘
beaconsfield 비콘스필드
beading 비딩
beadle 비들
beads 비즈
beadsworth 비즈워스
beagle 비글
beaker 비커
beallsville 빌스빌
beals 빌스
beam 빔
beaman 비먼
beamon 비몬
beamsville 빔스빌
bean 빈
bearcreek 베어크리크
beard 비어드
bearden 비어든
beardsley 비어즐리
beardstown 비어즈타운
beare 비어
bearing 베어링
bearsdale 베어즈데일
beartown 베어타운
beasley 비슬리
beason 비슨
beat 비트
beater 비터
beatrice 베아트리체
beatrice 비어트리스
beattie 비티
beatty 비티
beaty 비티
beau 보
beaubien 보비언
beauchamp 보샹
beaufort 보퍼트
beaufort 뷰퍼트
beaufort 뷰포트
beaumarchais 보마르셰
beaumont 보몬트
beaumont 보몽
beauregard 보르가드
beauty 뷰티
beauvais 보베
beauvoir 보부아르
beaver 비버
beaverbrook 비버브룩
beavercreek 비버크리크
beaverdam 비버댐
beaverhead 비버헤드
beaverton 비버턴
beaverton 비버톤
bebe 베베
bebee 비비
bebel 베벨
bebington 베빙턴
bebop 비밥
becca 베카
beccaria 베카리아
becher 베허
bechuanaland 베추아날란드
beck 벡
becker 베커
becket 베켓
becket 베킷
beckham 베컴
beckley 베클리
beckville 벡빌
beckwith 벡위스
beclomethasone 베클로메타손
becque 베크
becquerel 베크렐
beda 베다
beddington 베딩턴
beddoes 베도스
bede 비드
bedford 베드퍼드
bedfordshire 베드퍼드셔
bedrock 베드록
bee 비
beebe 비브
beecham 비첨
beecher 비처
beechville 비치빌
beechwood 비치우드
beekmantown 비크먼타운
beeler 빌러
beer 비루
beer 비어
beernaert 베르나르트
beery 비어리
beet 비트
beethoven 베토벤
beetles 비틀즈
beeville 비빌
beezie 비지
before 비포
begaton 베가톤
beggs 베그스
beggs 벡스
begich 베기치
begin 베긴
begin 비긴
begonia 베고니아
beguine 비긴
behaim 베하임
behind 비하인드
behistun 베히스툰
behn 벤
behrens 베렌스
behring 베링
behrman 베어먼
beiderbecke 바이더벡
beige 베이지
beijing 베이징
beira 베이라
beirut 베이루트
bel 벨
belay 빌레이
belcher 벨처
belcher 벨쳐
belchertown 벨처타운
belding 벨딩
belemnite 벨렘나이트
belen 벨렌
belfair 벨페어
belfast 벨파스트
belfield 벨필드
belfonte 벨폰트
belfry 벨프리
belgica 벨기카
belgique 벨지크
belgium 벨지움
belgrade 베오그라드
belgrade 벨그라드
belgrade 벨그레이드
belgreen 벨그린
belhaven 벨헤이븐
believe 빌리브
belinda 벌린다
belington 벨링턴
belisarius 벨리사리우스
belize 벨리즈
belk 벨크
belknap 벨냅
bell 벨
belladonna 벨라도나
bellaire 벨라르
bellaire 벨레어
bellamy 벨러미
bellatrix 벨라트릭스
bellbrook 벨브루크
belle 벨
belleair 벨에어
bellefontaine 벨폰테인
bellefonte 벨폰테
bellefonte 벨폰트
bellenz 벨렌츠
bellerophon 벨레로폰
bellerphon 벨러폰
belleview 벨뷰
belleville 벨빌
bellevue 벨뷰
bellflower 벨플라워
bellingham 벨링햄
bellingshausen 벨링스하우젠
bellini 벨리니
bellis 벨리스
bellman 벨만
bellmead 벨미드
bellona 벨로나
bells 벨스
bellshire 벨셔
belltown 벨타운
belluzzo 벨루조
bellville 벨빌
bellvue 벨뷰
bellwood 벨우드
belmar 벨마
belmond 벨몬드
belmont 벌몬트
belmont 벨몬트
belmopan 벨모판
belmore 벨모어
beloit 벨로잇
beloperone 벨로페로네
belostok 벨로스토크
belpre 벨프리
belshaw 벨쇼
belt 벨트
beltline 벨트라인
belton 벨턴
beltrami 벨트라미
beltrami 벨트래미
beltsville 벨츠빌
belva 벨버
belvedere 벨베데레
belvidere 벨비디어
belvoir 벨부아
belvue 벨뷰
belwood 벨우드
belzoni 벨조니
bembo 벰보
bemidji 베미지
ben 벤
bena 베나
benbrook 벤브룩
bench 벤치
benchmarking 벤치마킹
bend 벤드
benda 방다
bendavis 벤다비스
bendena 벤데나
bendigo 벤디고
benedict 베네딕트
benedict 베니딕트
benedictine 베네딕틴
benelux 베네룩스
bengal 벵골
benge 벤지
benh 벤
benham 벤험
beni 베니
benicia 베니시아
benin 베냉
